20210126,福田区,梅林,房子满五唯一，精装修，地铁口物业，宜居，采光好。必看好房,248万,中楼层                                    (共7层)                                                                      | 1998年建 |                                1室1厅 | 35.14平米                                  | 东南 东,http://ke-image.ljcdn.com/110000-inspection/pc1_0kSwver7Z_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,福田梅林精装正南向两房 舒适居家 70年产权住宅,286万,高楼层                                    (共7层)                                                                      | 1996年建 |                                2室1厅 | 42.87平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_D9Dyfh99b.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,梅村地铁口物业，有一个平台可用，看房方便,595万,低楼层                                    (共29层)                                                                      | 1999年建 |                                3室1厅 | 91.58平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_bawnhXYkx_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,绿景虹湾  精装两房，楼层好，视野开阔。,540万,中楼层                                    (共46层)                                                                      | 2015年建 |                                2室1厅 | 52.59平米                                  | 西北,http://ke-image.ljcdn.com/110000-inspection/pc1_7V6nDsSXV_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,业主诚心出售 地铁口物业 配套齐全,285万,高楼层                                    (共30层)                                                                      | 2013年建 |                                2室1厅 | 42.04平米                                  | 西北,http://ke-image.ljcdn.com/110000-inspection/246c1c2f-38ee-4d6a-b69f-d8cc85ffcb10_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,碧云天 精装三房两卫 地铁口 生活交通方便,880万,低楼层                                    (共17层)                                                                      | 1999年建 |                                3室1厅 | 105.63平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/pc1_X2qLO9gqJ.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,上梅林方正大四房，中间楼层朝南，宜居三室同堂,780万,低楼层                                    (共9层)                                                                      | 1998年建 |                                4室2厅 | 112.99平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/44b0fc82-8fb2-4d40-a0b4-774c2d5f3437_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,B栋北向 端头户型  大面积单价 一手业主 诚心出售,219万,高楼层                                    (共30层)                                                                      | 2013年建 |                                1室1厅 | 38.87平米                                  | 东北,http://ke-image.ljcdn.com/110000-inspection/pc1_dWrPOy2Z6.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,4*9号线双地铁口精装三房，近有卓悦汇商城,400万,低楼层                                    (共30层)                                                                      | 2013年建 |                                3室1厅 | 66.65平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_2tJToEMqd_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,梅安居 上梅林地铁口物业 中间楼层一房通风采光佳,350万,高楼层                                    (共5层)                                                                      | 2003年建 |                                1室1厅 | 44.16平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/pc1_59htpQXRj_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,房子户型好，楼层佳。业主诚心出售。,1100万,中楼层                                    (共16层)                                                                      | 2005年建 |                                3室1厅 | 106.17平米                                  | 南 北,http://ke-image.ljcdn.com/110000-inspection/pc1_az1pdueuR_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,带顶楼大露台，买一层正一层，业主换房诚心卖,700万,高楼层                                    (共8层)                                                                      | 1998年建 |                                4室2厅 | 77.62平米                                  | 西南,http://ke-image.ljcdn.com/110000-inspection/pc1_XD0WKIuIj.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,户型方正，实用率高，有不在面积7平的大阳台,339万,低楼层                                    (共16层)                                                                      | 2008年建 |                                1室1厅 | 47.28平米                                  | 东北,http://ke-image.ljcdn.com/440300-inspection/prod-755fd295-78d6-4b49-8c3b-fe6fb898909b.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,梅林公园旁 一房一厅 户型方正实用 安静视野好,480万,低楼层                                    (共25层)                                                                      | 2008年建 |                                1室1厅 | 38.26平米                                  | 东,http://ke-image.ljcdn.com/110000-inspection/pc1_Qu7gCZO79.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,梅林一村十三区 三加一户型 红本满五年 看水库诚售,836万,中楼层                                    (共18层)                                                                      | 2003年建 |                                3室1厅 | 97.03平米                                  | 西北,http://ke-image.ljcdn.com/440300-inspection/7376dda3-0879-4c47-a25a-d4b5119fc87d_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,业主诚心出售  房本在手满五年必看好房,260万,中楼层                                    (共11层)                                                                      | 1996年建 |                                1室0厅 | 35.87平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_k3BJAQAKz.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,御景公馆 稀有小户型放卖 不止购，适合小笔投贝,160万,中楼层                                    (共30层)                                                                      | 2013年建 |                                1室0厅 | 19.77平米                                  | 东,http://ke-image.ljcdn.com/440300-inspection/pc1_SYkGPQsGD.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
