20210126,龙岗区,龙岗双龙,二加一房，中间楼层，厅出阳台，西南向必看好房,280万,中楼层                                    (共30层)                                                                      | 2015年建 |                                3室1厅 | 81.03平米                                  | 西南,http://ke-image.ljcdn.com/110000-inspection/pc1_PabITpctO_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,鹏达花园精装大三房户型方正实用业主诚心卖,415万,高楼层                                    (共6层)                                                                      | 2001年建 |                                3室2厅 | 109.87平米                                  | 东南 西南,http://ke-image.ljcdn.com/110000-inspection/pc1_gkCsaiPqC_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,双龙抱珠户型，东南朝向看小区花园，南联地铁口摩尔城,450万,中楼层                                    (共31层)                                                                      | 2010年建 |                                3室2厅 | 88.81平米                                  | 东南 南,http://ke-image.ljcdn.com/110000-inspection/pc1_9n12zkQyt.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,满五唯一户型通透, 楼下是沃尔玛 200米到公园,415万,低楼层                                    (共27层)                                                                      | 2011年建 |                                3室2厅 | 104.44平米                                  | 南 北,http://ke-image.ljcdn.com/110000-inspection/pc1_Djbdr8WIx_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,户型方正3居室，视野宽阔，采光好，带大平台,325万,低楼层                                    (共10层)                                                                      | 2006年建 |                                3室2厅 | 109.95平米                                  | 东北,http://ke-image.ljcdn.com/110000-inspection/pc1_sTEaf5Ggu_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,4+1房看公园风景  红本在手，高楼层视野宽广,620万,高楼层                                    (共23层)                                                                      | 2010年建 |                                4室1厅 | 151.52平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/pc1_uS48f3qiJ.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,增值税可以谈 业主诚心卖 楼层高景观好 近地铁！,145万,高楼层                                    (共23层)                                                                      | 2011年建 |                                1室0厅 | 38.11平米                                  | 南 东,http://ke-image.ljcdn.com/110000-inspection/pc1_EgN4CF2aQ_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,此房是满五唯一，南联地铁口,装修保养还可以，欠款少,450万,中楼层                                    (共32层)                                                                      | 2014年建 |                                3室1厅 | 80.11平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/pc1_r9B72aF5s_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,装修保养不错，业主诚心卖，南联地铁口，配套成熟,760万,低楼层                                    (共31层)                                                                      | 2014年建 |                                4室2厅 | 143.77平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_pBwNpzvfa_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,双龙地铁 一城峰景 满两年，2房 中楼层，新装修。,280万,低楼层                                    (共27层)                                                                      | 2009年建 |                                2室1厅 | 67.69平米                                  | 东,http://ke-image.ljcdn.com/110000-inspection/pc1_QGj7ARsxO_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,3号线16号线  东方瑞景苑 低总价 两房 楼下沃尔玛,280万,低楼层                                    (共23层)                                                                      | 2011年建 |                                2室1厅 | 61.47平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_crJuzbeow_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,精装住宅一房 满两年 红本在手 朝南 通风好,125万,高楼层                                    (共23层)                                                                      | 2011年建 |                                1室0厅 | 31.89平米                                  | 南 东,http://ke-image.ljcdn.com/110000-inspection/pc1_cO1T6ofUA_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,高楼层，精装两房，东南向，业主自住，华中师范附属,320万,高楼层                                    (共31层)                                                                      | 2017年建 |                                2室1厅 | 67.41平米                                  | 西南,http://ke-image.ljcdn.com/110000-inspection/pc1_aGjkKLZaW_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,双地铁口上车盘 精装一房 中高楼层采光好,125万,高楼层                                    (共23层)                                                                      | 2011年建 |                                1室1厅 | 36.46平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/pc1_L8pkUbCQH.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,九州家园东区花园中间带电梯四房,410万,高楼层                                    (共10层)                                                                      | 2003年建 |                                4室2厅 | 133.08平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/pc1_SGOxxZXdU.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,海航城地铁口 两梯两户  朝南看花园安静,720万,低楼层                                    (共32层)                                                                      | 2016年建 |                                5室2厅 | 175.07平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/pc1_s4npGME8u_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,东方瑞景苑 标准一房一厅 红本无欠款 满五年,206万,中楼层                                    (共23层)                                                                      | 2011年建 |                                1室1厅 | 48.57平米                                  | 东南,http://ke-image.ljcdn.com/440300-inspection/prod-ad3657ea-811f-4ac0-9bca-49651a95fbbc.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,老街沃尔玛楼上房子标准2房.交通跟购物方便.,245万,中楼层                                    (共23层)                                                                      | 2011年建 |                                2室1厅 | 61.11平米                                  | 东南,http://ke-image.ljcdn.com/440300-inspection/prod-72b58da1-9002-4d4e-8bb0-ae08f2e9693d.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,借问好房何处寻 旭源怡景在其中,400万,高楼层                                    (共18层)                                                                      | 2015年建 |                                3室2厅 | 85.48平米                                  | 南 北,http://ke-image.ljcdn.com/110000-inspection/pc1_Pi3Fv1EUJ_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,精装两房 户型方正 刚需 大阳台 采光好必看好房,228万,高楼层                                    (共15层)                                                                      | 2007年建 |                                2室1厅 | 48.15平米                                  | 西南,http://ke-image.ljcdn.com/440300-inspection/pc1_PsktDIgYi_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
